Book	Sht	Row	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	523	25	"CAVILLA AGRI VENTURES, INC."	CARTAP HYDROCHLORIDE	HULK 50 SP	500 g/kg	SP	INSECTICIDE	3	636-106-4693	06/03/2022	SYSTEMIC	Onion	"Thrips, cutworm"
500-599	523	26	"CAVILLA AGRI VENTURES, INC."	CARTAP HYDROCHLORIDE	HULK 50 SP	500 g/kg	SP	INSECTICIDE	3	636-106-4693	06/03/2022	SYSTEMIC	Potato	"Thrips, cutworm, leafhopper, tuber moth, aphids and leafminer"
500-599	523	27	"CAVILLA AGRI VENTURES, INC."	CARTAP HYDROCHLORIDE	HULK 50 SP	500 g/kg	SP	INSECTICIDE	3	636-106-4693	06/03/2022	SYSTEMIC	Mango	leafhoppers
500-599	523	28	"CAVILLA AGRI VENTURES, INC."	CARTAP HYDROCHLORIDE	HULK 50 SP	500 g/kg	SP	INSECTICIDE	3	636-106-4693	06/03/2022	SYSTEMIC	Pechay	"looper, cutworm, aphids"
500-599	524	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	524	1	RAINBOW AGROSCIENCES PHILIPPINES INC.	METAMIFOP	HUGRICE 100 EC	100 g/L	EC	HERBICIDE	4	539-409-5709	29/04/2025	POST-EMERGENT	Rice ( direct-seeded)	"Grasses, echinochloa sp., Leptochloa chinesis, ischaemum rugosum"
500-599	524	2	KEMISTAR CORPORATION	METALDEHYDE	HOTSHOT 6 % PELLET	60 g/Kg	P	MOLLUSCICIDE	4	239-075-1613	22/12/2022	CONTACT	Rice (Transplanted)	Golden apple snail
500-599	524	3	KEMISTAR CORPORATION	METALDEHYDE	HOTSHOT 6 % PELLET	60 g/Kg	P	MOLLUSCICIDE	4	239-075-1613	22/12/2022	CONTACT	Rice (Direct-Seeded)	Golden apple snail
500-599	524	4	KEMISTAR CORPORATION	METALDEHYDE	HOTSHOT 6 % PELLET	60 g/Kg	P	MOLLUSCICIDE	4	239-075-1613	22/12/2022	CONTACT	Potted and driftwood-attached plants such as	"Bush, snails, giant african snail and slugs"
500-599	524	5	KEMISTAR CORPORATION	METALDEHYDE	HOTSHOT 6 % PELLET	60 g/Kg	P	MOLLUSCICIDE	4	239-075-1613	22/12/2022	CONTACT	Chinese Cabbage	"Slug, snails"
500-599	524	6	KEMISTAR CORPORATION	METALDEHYDE	HOTSHOT 6 % PELLET	60 g/Kg	P	MOLLUSCICIDE	4	239-075-1613	22/12/2022	CONTACT	Strawberry	"Slug, snails"
500-599	524	7	KEMISTAR CORPORATION	NICLOSAMIDE ETHANOLAMINE SALT	HOT SHOT 70 WP	700 g/Kg	WP	MOLLUSCICIDE	4	239-229-0999	07/03/2023	CONTACT	Rice	Golden Apple Snail (Kuhol)
500-599	524	8	ORACLE CHEM CORPORATION	NICLOSAMIDE ETHANOLAMINE SALT	HORNET 70 WP	700 g/Kg	WP	MOLLUSCICIDE	4	417-229-2190	20/07/2023	CONTACT	Rice	Golden Apple Snail (Kuhol)
500-599	524	9	RAINBOW AGROSCIENCES PHILIPPINES INC.	INDOXACARB	HOPROLE 30 WG	300 g/L kg	WG	INSECTICIDE	2	539-353-5200	28/09/2023	-	Cabbage	Diamond-back moth
500-599	524	10	RAINBOW AGROSCIENCES PHILIPPINES INC.	INDOXACARB	HOPROLE 30 WG	300 g/L kg	WG	INSECTICIDE	2	539-353-5200	28/09/2023	-	Eggplant	shoot and fruit borer
500-599	524	11	RAINBOW AGROSCIENCES PHILIPPINES INC.	INDOXACARB	HOPROLE 30 WG	300 g/L kg	WG	INSECTICIDE	2	539-353-5200	28/09/2023	-	Corn	Cornborer and earworm
500-599	524	12	RAINBOW AGROSCIENCES PHILIPPINES INC.	INDOXACARB	HOPROLE 30 WG	300 g/L kg	WG	INSECTICIDE	2	539-353-5200	28/09/2023	-	Tobacco	Budworm and cutworm
500-599	524	13	RAINBOW AGROSCIENCES PHILIPPINES INC.	INDOXACARB	HOPROLE 30 WG	300 g/L kg	WG	INSECTICIDE	2	539-353-5200	28/09/2023	-	Stringbeans	Pod borer
500-599	524	14	RAINBOW AGROSCIENCES PHILIPPINES INC.	INDOXACARB	HOPROLE 30 WG	300 g/L kg	WG	INSECTICIDE	2	539-353-5200	28/09/2023	-	Bittergourd	Cutworm
500-599	524	15	TAIPAN BRAND FARM INC.	BUPROFEZIN	HOPPEX	100 g/Kg	WP	INSECTICIDE	4	529-224-3433	29/06/2024	SYSTEMIC	Rice	Brown planthopper & Green Leafhopper
500-599	524	16	TAIPAN BRAND FARM INC.	BUPROFEZIN	HOPPEX	100 g/Kg	WP	INSECTICIDE	4	529-224-3433	29/06/2024	SYSTEMIC	Mango	Hopper
500-599	524	17	TAIPAN BRAND FARM INC.	BUPROFEZIN	HOPPEX	100 g/Kg	WP	INSECTICIDE	4	529-224-3433	29/06/2024	SYSTEMIC	Pineapple	Mealybugs
500-599	524	18	ZAGRO CORPORATION	BPMC	HOPPERBURN 50 EC	500 g/L	EC	INSECTICIDE	2	043-002-4899	30/04/2022		Rice	"Green leafhopper, brown plant hopper & leaffolder"
500-599	524	19	ZAGRO CORPORATION	BPMC	HOPPERBURN 50 EC	500 g/L	EC	INSECTICIDE	2	043-002-4899	30/04/2022		Cotton	"leafhopper,thrips & aphids"
500-599	524	20	ZAGRO CORPORATION	BPMC	HOPPERBURN 50 EC	500 g/L	EC	INSECTICIDE	2	043-002-4899	30/04/2022		Citrus	"Scale insects, aphids, mealy  bug, aphids, & cutworm"
500-599	524	21	ZAGRO CORPORATION	BPMC	HOPPERBURN 50 EC	500 g/L	EC	INSECTICIDE	2	043-002-4899	30/04/2022		Crucifers	"Diamond-back moth, cabbage worms, aphids & cutworms"
500-599	524	22	ZAGRO CORPORATION	BPMC	HOPPERBURN 50 EC	500 g/L	EC	INSECTICIDE	2	043-002-4899	30/04/2022		Mango	hopper & tip borer
500-599	524	23	RAINBOW AGROSCIENCES PHILIPPINES INC.	BUPROFEZIN	HOPOVER 250 SC	250g/L	SC	INSECTICIDE	3	531-224-3965	23/12/2022	SYSTEMIC	Mango	Leafhopper
500-599	524	24	"VAST AGRO SOLUTIONS, INC."	PYMETROZINE	HOPEST 500 WG	500 g/Kg	WG	INSECTICIDE	4	385-063-4523	25/09/2021	-	Mango	Mango Leafhopper
500-599	524	25	BIOSTADT PHILIPPINES INC.	BPMC	HOPCIDE 50 EC	500 g/L	EC	INSECTICIDE	2	097-002-0946	23/11/2018		Rice	"Green leafhopper, brown plant hopper & leaffolder"
500-599	524	26	BIOSTADT PHILIPPINES INC.	BPMC	HOPCIDE 50 EC	500 g/L	EC	INSECTICIDE	2	097-002-0946	23/11/2018		Cotton	"leafhopper,thrips & aphids"
500-599	524	27	BIOSTADT PHILIPPINES INC.	BPMC	HOPCIDE 50 EC	500 g/L	EC	INSECTICIDE	2	097-002-0946	23/11/2018		Citrus	"Scale insects, aphids, mealy  bug, aphids, & cutworm"
500-599	524	28	BIOSTADT PHILIPPINES INC.	BPMC	HOPCIDE 50 EC	500 g/L	EC	INSECTICIDE	2	097-002-0946	23/11/2018		Crucifers	"Diamond-back moth, cabbage worms, aphids & cutworms"
500-599	525	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	525	1	BIOSTADT PHILIPPINES INC.	BPMC	HOPCIDE 50 EC	500 g/L	EC	INSECTICIDE	2	097-002-0946	23/11/2018		Mango	hopper & tip borer
500-599	525	2	"JARDINE DISTRIBUTION, INC."	DIFENOCONAZOLE	HOMERUN 250 EC	250 g/L	EC	FUNGICIDE	4	367-272-3417	08/06/2024	SYSTEMIC	Banana	Black Sigatoka
500-599	525	3	"JARDINE DISTRIBUTION, INC."	DIFENOCONAZOLE	HOMERUN 250 EC	250 g/L	EC	FUNGICIDE	4	367-272-3417	08/06/2024	SYSTEMIC	Mango	Anthracnose
500-599	525	4	"JARDINE DISTRIBUTION, INC."	DIFENOCONAZOLE	HOMERUN 250 EC	250 g/L	EC	FUNGICIDE	4	367-272-3417	08/06/2024	SYSTEMIC	Rice	Sheath Blight
500-599	525	5	"JARDINE DISTRIBUTION, INC."	DIFENOCONAZOLE	HOMERUN 250 EC	250 g/L	EC	FUNGICIDE	4	367-272-3417	08/06/2024	SYSTEMIC	Stringbeans	Leaf spot
500-599	525	6	"JARDINE DISTRIBUTION, INC."	DIFENOCONAZOLE	HOMERUN 250 EC	250 g/L	EC	FUNGICIDE	4	367-272-3417	08/06/2024	SYSTEMIC	Eggplant	Leaf Spot
500-599	525	7	"JARDINE DISTRIBUTION, INC."	DIFENOCONAZOLE	HOMERUN 250 EC	250 g/L	EC	FUNGICIDE	4	367-272-3417	08/06/2024	SYSTEMIC	Tomato	"Alternaria leaf spot, cercospora leafmold,powdery mildew"
500-599	525	8	"JARDINE DISTRIBUTION, INC."	DIFENOCONAZOLE	HOMERUN 250 EC	250 g/L	EC	FUNGICIDE	4	367-272-3417	08/06/2024	SYSTEMIC	Cabbage	"Ringspot,alternaria"
500-599	525	9	"JARDINE DISTRIBUTION, INC."	DIFENOCONAZOLE	HOMERUN 250 EC	250 g/L	EC	FUNGICIDE	4	367-272-3417	08/06/2024	SYSTEMIC	Onion	Purple blotch
500-599	525	10	"JARDINE DISTRIBUTION, INC."	DIFENOCONAZOLE	HOMERUN 250 EC	250 g/L	EC	FUNGICIDE	4	367-272-3417	08/06/2024	SYSTEMIC	Asparagus	Stem and leaf blight
500-599	525	11	"BAYER CROPSCIENCE, INC."	TRIBUTYLPENOL-POLYGLYCOTHER+NONYPENOL-POLYGLYCOTHER	HOESTICK	500 g/L	L	OTHERS	4	284-076-0622	28/12/2022	-	-	Spreader/Sticker
500-599	525	12	TAIPAN BRAND FARM INC.	TRIBUTYLPENOL-POLYGLYCOTHER+NONYPENOL-POLYGLYCOTHER	HOESTICK	500 g/L	L	OTHERS	4	529-076-5153	28/12/2022	-	-	Spreader/Sticker
500-599	525	13	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	Glyphosate tolerantcorn	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	14	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	Mango	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	15	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	Banana	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	16	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	Coffee	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	17	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	Cacao	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	18	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	Rubber	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	19	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	Oil palm	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	20	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	Citrus	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	21	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	Coconut	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	22	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	Sugarcane	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	23	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	Vegetables	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	24	HUNTER MARKETING AND DEVELOPMENTCORPORATION	GLYPHOSATE IPA	HMDC GLYPHOSATE 480 SL	480 g/L	SL	HERBICIDE	4	712-151-5692	05/03/2024	POST-EMERGENT	non-crop	"Annual & perennial grasses, broadleaf weeds & sedges"
500-599	525	25	ZHENGBANG CROP PROTECTION(PHILIPPINE) INC.	GLYPHOSATE IPA	HITWEED 480 SL	480 g/L	SL	HERBICIDE	4	667-151-5120	25/06/2023		Glyphosate tolerantcorn	"Annual & Perennial grasses, sedges and & Broadleaf weeds"
500-599	525	26	ZHENGBANG CROP PROTECTION(PHILIPPINE) INC.	GLYPHOSATE IPA	HITWEED 480 SL	480 g/L	SL	HERBICIDE	4	667-151-5120	25/06/2023		Mango	"Annual & Perennial grasses, sedges and & Broadleaf weeds"
500-599	525	27	ZHENGBANG CROP PROTECTION(PHILIPPINE) INC.	GLYPHOSATE IPA	HITWEED 480 SL	480 g/L	SL	HERBICIDE	4	667-151-5120	25/06/2023		Banana	"Annual & Perennial grasses, sedges and & Broadleaf weeds"
500-599	525	28	ZHENGBANG CROP PROTECTION(PHILIPPINE) INC.	GLYPHOSATE IPA	HITWEED 480 SL	480 g/L	SL	HERBICIDE	4	667-151-5120	25/06/2023		Coffee	"Annual & Perennial grasses, sedges and & Broadleaf weeds"
500-599	526	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	526	1	ZHENGBANG CROP PROTECTION(PHILIPPINE) INC.	GLYPHOSATE IPA	HITWEED 480 SL	480 g/L	SL	HERBICIDE	4	667-151-5120	25/06/2023		Cacao	"Annual & Perennial grasses, sedges and & Broadleaf weeds"
500-599	526	2	ZHENGBANG CROP PROTECTION(PHILIPPINE) INC.	GLYPHOSATE IPA	HITWEED 480 SL	480 g/L	SL	HERBICIDE	4	667-151-5120	25/06/2023		Rubber	"Annual & Perennial grasses, sedges and & Broadleaf weeds"
500-599	526	3	ZHENGBANG CROP PROTECTION(PHILIPPINE) INC.	GLYPHOSATE IPA	HITWEED 480 SL	480 g/L	SL	HERBICIDE	4	667-151-5120	25/06/2023		Oil palm	"Annual & Perennial grasses, sedges and & Broadleaf weeds"
500-599	526	4	ZHENGBANG CROP PROTECTION(PHILIPPINE) INC.	GLYPHOSATE IPA	HITWEED 480 SL	480 g/L	SL	HERBICIDE	4	667-151-5120	25/06/2023		Citrus	"Annual & Perennial grasses, sedges and & Broadleaf weeds"
500-599	526	5	ZHENGBANG CROP PROTECTION(PHILIPPINE) INC.	GLYPHOSATE IPA	HITWEED 480 SL	480 g/L	SL	HERBICIDE	4	667-151-5120	25/06/2023		Coconut	"Annual & Perennial grasses, sedges and & Broadleaf weeds"
500-599	526	6	ZHENGBANG CROP PROTECTION(PHILIPPINE) INC.	GLYPHOSATE IPA	HITWEED 480 SL	480 g/L	SL	HERBICIDE	4	667-151-5120	25/06/2023		Sugarcane	"Annual & Perennial grasses, sedges and & Broadleaf weeds"
500-599	526	7	ZHENGBANG CROP PROTECTION(PHILIPPINE) INC.	GLYPHOSATE IPA	HITWEED 480 SL	480 g/L	SL	HERBICIDE	4	667-151-5120	25/06/2023		Vegetables	"Annual & Perennial grasses, sedges and & Broadleaf weeds"
500-599	526	8	PRIMESTOCKS CHEMICAL CORPORATION	GLUFOSINATE AMMONIUM	HITMAN 150 SL	150 g/L	SL	HERBICIDE	4	623-182-4599	04/01/2022	NON-SELECTIVE(POST-EMERGENT)	Cavendish Banana	"Annual and perennial grasses, sedges and broadleaf weeds"
500-599	526	9	PRIMESTOCKS CHEMICAL CORPORATION	GLUFOSINATE AMMONIUM	HITMAN 150 SL	150 g/L	SL	HERBICIDE	4	623-182-4599	04/01/2022	NON-SELECTIVE(POST-EMERGENT)	Rubber	"Annual and perennial grasses, sedges and broadleaf weeds"
500-599	526	10	PRIMESTOCKS CHEMICAL CORPORATION	GLUFOSINATE AMMONIUM	HITMAN 150 SL	150 g/L	SL	HERBICIDE	4	623-182-4599	04/01/2022	NON-SELECTIVE(POST-EMERGENT)	Oil palm	"Annual and perennial grasses, sedges and broadleaf weeds"
500-599	526	11	PRIMESTOCKS CHEMICAL CORPORATION	GLUFOSINATE AMMONIUM	HITMAN 150 SL	150 g/L	SL	HERBICIDE	4	623-182-4599	04/01/2022	NON-SELECTIVE(POST-EMERGENT)	Non-crop areas	"Annual and perennial grasses, sedges and broadleaf weeds"
500-599	526	12	CROPKING CHEMICALS INC.	METALDEHYDE	HIT METALDEHYDE 6% PELLETS	60 g/Kg	P	MOLLUSCICIDE	4	065-075-1293	10/04/2024	CONTACT	Rice (Transplanted)	Golden apple snail
500-599	526	13	CROPKING CHEMICALS INC.	METALDEHYDE	HIT METALDEHYDE 6% PELLETS	60 g/Kg	P	MOLLUSCICIDE	4	065-075-1293	10/04/2024	CONTACT	Rice (Direct-Seeded)	Golden apple snail
500-599	526	14	CROPKING CHEMICALS INC.	METALDEHYDE	HIT METALDEHYDE 6% PELLETS	60 g/Kg	P	MOLLUSCICIDE	4	065-075-1293	10/04/2024	CONTACT	Potted and driftwood-attached plants such as	"Bush, snails, giant african snail and slugs"
500-599	526	15	CROPKING CHEMICALS INC.	METALDEHYDE	HIT METALDEHYDE 6% PELLETS	60 g/Kg	P	MOLLUSCICIDE	4	065-075-1293	10/04/2024	CONTACT	Chinese Cabbage	"Slug, snails"
500-599	526	16	CROPKING CHEMICALS INC.	METALDEHYDE	HIT METALDEHYDE 6% PELLETS	60 g/Kg	P	MOLLUSCICIDE	4	065-075-1293	10/04/2024	CONTACT	Strawberry	"Slug, snails"
500-599	526	17	CROPKING CHEMICALS INC.	NICLOSAMIDE ETHANOLAMINE SALT	HIT 700 WP	700 g/Kg	WP	MOLLUSCICIDE	4	065-229-1085	13/03/2024	CONTACT	Rice	Golden Apple Snail (Kuhol)
500-599	526	18	CROPKING CHEMICALS INC.	NICLOSAMIDE	HIT 250 EC	250 g/L	EC	MOLLUSCICIDE	4	065-229-0866	13/03/2024		Rice	Golden apple snail
500-599	526	19	"GREEN THUMB EXFERT VENTURES, INC."	CARTAP HYDROCHLORIDE	HINDER 50 SP	500 g/Kg	SP	INSECTICIDE	3	596-106-4114	12/09/2023	SYSTEMIC	Rice	"Whorl maggots, stemborer, green leafhopper, brown planthopper"
500-599	526	20	"GREEN THUMB EXFERT VENTURES, INC."	CARTAP HYDROCHLORIDE	HINDER 50 SP	500 g/Kg	SP	INSECTICIDE	3	596-106-4114	12/09/2023	SYSTEMIC	Wongbok	"Diamond-back moth, aphids, cabbage moth, cabbage worm"
500-599	526	21	"GREEN THUMB EXFERT VENTURES, INC."	CARTAP HYDROCHLORIDE	HINDER 50 SP	500 g/Kg	SP	INSECTICIDE	3	596-106-4114	12/09/2023	SYSTEMIC	Cabbage	"Diamond-back moth, aphids, cabbage moth, cabbage worm"
500-599	526	22	"GREEN THUMB EXFERT VENTURES, INC."	CARTAP HYDROCHLORIDE	HINDER 50 SP	500 g/Kg	SP	INSECTICIDE	3	596-106-4114	12/09/2023	SYSTEMIC	Cucurbits	"Thrips, leafworm, squash beetle, aphids, flea beetle"
500-599	526	23	"GREEN THUMB EXFERT VENTURES, INC."	CARTAP HYDROCHLORIDE	HINDER 50 SP	500 g/Kg	SP	INSECTICIDE	3	596-106-4114	12/09/2023	SYSTEMIC	Garlic	"Thrips, cutworm"
500-599	526	24	"GREEN THUMB EXFERT VENTURES, INC."	CARTAP HYDROCHLORIDE	HINDER 50 SP	500 g/Kg	SP	INSECTICIDE	3	596-106-4114	12/09/2023	SYSTEMIC	Onion	"Thrips, cutworm"
500-599	526	25	"GREEN THUMB EXFERT VENTURES, INC."	CARTAP HYDROCHLORIDE	HINDER 50 SP	500 g/Kg	SP	INSECTICIDE	3	596-106-4114	12/09/2023	SYSTEMIC	Potato	"Thrips, cutworm, leafhopper, tuber moth, aphids and leafminer"
500-599	526	26	"GREEN THUMB EXFERT VENTURES, INC."	CARTAP HYDROCHLORIDE	HINDER 50 SP	500 g/Kg	SP	INSECTICIDE	3	596-106-4114	12/09/2023	SYSTEMIC	Mango	leafhoppers
500-599	526	27	"GREEN THUMB EXFERT VENTURES, INC."	CARTAP HYDROCHLORIDE	HINDER 50 SP	500 g/Kg	SP	INSECTICIDE	3	596-106-4114	12/09/2023	SYSTEMIC	Pechay	"looper, cutworm, aphids"
500-599	526	28	"JYNNSONS PHILIPPINES, INC."	CYHALOFOP-BUTYL	HIGH POINT 10 EC	100 g/L	EC	HERBICIDE	4	551-257-4661	12/04/2022	-	Rice (Direct-Seeded)	Grasses
500-599	527	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	527	1	"CFS AGRI-VENTURES, INC."	LAMBDA-CYHALOTHRIN	HIGANTE 2.5 EC	25g/L	EC	INSECTICIDE	2	631-204-4651	16/05/2024	SYSTEMIC	Rice	"Green leafhopper, armyworm, rice bug, leaffolder, black bug"
500-599	527	2	"CFS AGRI-VENTURES, INC."	LAMBDA-CYHALOTHRIN	HIGANTE 2.5 EC	25g/L	EC	INSECTICIDE	2	631-204-4651	16/05/2024	SYSTEMIC	Mango	Hoppers
500-599	527	3	"CFS AGRI-VENTURES, INC."	LAMBDA-CYHALOTHRIN	HIGANTE 2.5 EC	25g/L	EC	INSECTICIDE	2	631-204-4651	16/05/2024	SYSTEMIC	Tomato	"Fruitworm, cutworm, aphids"
500-599	527	4	"CFS AGRI-VENTURES, INC."	LAMBDA-CYHALOTHRIN	HIGANTE 2.5 EC	25g/L	EC	INSECTICIDE	2	631-204-4651	16/05/2024	SYSTEMIC	Onion	"Thrips, cutworm"
500-599	527	5	"CFS AGRI-VENTURES, INC."	LAMBDA-CYHALOTHRIN	HIGANTE 2.5 EC	25g/L	EC	INSECTICIDE	2	631-204-4651	16/05/2024	SYSTEMIC	Mungbeans	"Beanfly, flea bettle, leafhopper, aphids, mites, podborer"
500-599	527	6	"CFS AGRI-VENTURES, INC."	LAMBDA-CYHALOTHRIN	HIGANTE 2.5 EC	25g/L	EC	INSECTICIDE	2	631-204-4651	16/05/2024	SYSTEMIC	Corn	"Cornborer, aphids, seedling maggots"
500-599	527	7	"CFS AGRI-VENTURES, INC."	LAMBDA-CYHALOTHRIN	HIGANTE 2.5 EC	25g/L	EC	INSECTICIDE	2	631-204-4651	16/05/2024	SYSTEMIC	Tobacco	"Budworm, Cutworm, aphids, katydids"
500-599	527	8	"CFS AGRI-VENTURES, INC."	LAMBDA-CYHALOTHRIN	HIGANTE 2.5 EC	25g/L	EC	INSECTICIDE	2	631-204-4651	16/05/2024	SYSTEMIC	Cotton	Bollworm
500-599	527	9	"CFS AGRI-VENTURES, INC."	LAMBDA-CYHALOTHRIN	HIGANTE 2.5 EC	25g/L	EC	INSECTICIDE	2	631-204-4651	16/05/2024	SYSTEMIC	Cocoa	Podborer
500-599	527	10	"CFS AGRI-VENTURES, INC."	LAMBDA-CYHALOTHRIN	HIGANTE 2.5 EC	25g/L	EC	INSECTICIDE	2	631-204-4651	16/05/2024	SYSTEMIC	Watermelon	"Squash beetle, melon worm"
500-599	527	11	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Banana	"Sigatoka,finger rot,corn rot"
500-599	527	12	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Beans	"Rust,bacterial blight"
500-599	527	13	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Cabbage	"Black rot, black leaf spot"
500-599	527	14	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Cacao	Black pod
500-599	527	15	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Carrot	"Carrot blight,alternaria"
500-599	527	16	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Celery	Early and late blight
500-599	527	17	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Citrus	"Melanose,scab, canker, fruit rot, brown and black spot"
500-599	527	18	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Coffee	"Leaf rust, coffee berry disease"
500-599	527	19	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Cucumber	"Anthracnose, septoria, cercospora, fruit rot, downy mildew"
500-599	527	20	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Grapes	"Black rot,downy and powdery mildew"
500-599	527	21	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Mango	Anthracnose
500-599	527	22	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Onion	"Purple blotch, downy mildew"
500-599	527	23	ZAGRO CORPORATION	COPPER HYDROXIDE	HIDROCOB 77 WP	770 g/kg	WP	FUNGICIDE	3	043-006-0602	31/12/2021		Garlic	"Purple blotch, downy mildew"
